tweet,location
@ANI He is definitely talking about himself. He is the most c0rrupted prime minister in entire history of Indian politics. He might hide his competences but he cannot emerge as a good leader. He will never ever become a good person. He has made every Indian suffer,Delhi
@KapilSibal Victory for Lily Thomas and a massive defeat for all crooks and criminals in Indian politics. https://t.co/huQzyfn6vL,Pune
"""The successive governments didn't do enough to support vernaculars. They denied the children of farmers, Dalits &amp; Adivasis of rural areas the opportunities of becoming doctors and engineers.""

Is there any issue in which he doesn't insert Caste Politics?

https://t.co/YACFjseqK0",Mumbai
@ElijahSchaffer He belongs to a terrorist group who wants a separate state of Khalistan in India. Justin Truedeua and vote bank politics in Canada have led to growth of such https://t.co/iYHP39Ijhn these people hate India so don’t club then with Indians,Chennai
This is Indian politics .,Pune
"@ElijahSchaffer separatist grp of 3rd world country.Indian govt. warn about them but Canadian govt. don't listen bcz of vote bank politics as they don't care about brown https://t.co/pE7wKShL1z the pet snake bite back. 
https://t.co/BozzZluu2I",Delhi
"Dear @RahulGandhi not a congress worker may not be an active congress worker ever
But
seeing recent developments in Indian politics, made me think that it's high time to save the constitution and democratic values.
You are cordially invited to stay at my home
#MeraGharAapkaGhar",Hyderabad
"@Nammavarkh @ikamalhaasan @maiamofficial RATIONAL PEOPLE ONLY DETERMINE GLOBAL MOVEMENTS OF LIFE STYLE!
KAMALAGASAN IS MAN RATIONAL 
WHO WILL DETERMINE INDIAN POLITICS WITH HIS FRIENDS LIKE 
MKS AND RAHUL GANDHI MAY 
ESTABLISH INDIA AS RATIONAL COUNTRY IN GLOBAL FOR LIVING GOOD AS PEACE WITH ALL FACILITIES!YES
BYVRR-NRP https://t.co/FqiKmJmvSs",Chennai
"@AlexPer51573831 he is a khalistani supporter, it's a terrorist group banned by the Indian government. Due to politics it's sad to see the same in Canada These monsters are given free hand in canada.",Chennai
"""Corrupt Coming Together On One Stage"": PM Modi Targets Opposition Parties - NDTV https://t.co/vEy2PtUf9i
Let @narendramodi say that who is not corrupt in Indian politics? @PIB_India https://t.co/ixPPiqJtC1",Mumbai
"@geechugalu https://t.co/4k4A44zcb3

https://t.co/7qox0KJFJn 'Indian Women In Politics'

« typical Indian men are arrogant, narcissistic; give no space for women to co-exist; abusive

» typical Indian women are lazy, n would rather let men 'run the show'; want to be 'treated with kid gloves'",Kolkata
"Indians in UK politics: Ahh how great, Indian and Pakistani leaders debating independence in UK. 

Indians in Indian politics: You m”uf*cking t*reOrist how dare you speak of independence for Punjab or Kashmir! Kill this terr0rist!! 🤬🤬😡😡🤬",Chennai
"Even the harshest critics of Modi/BJP doesn't like @RahulGandhi 's immature politics.

Here in this video communist journalist Mr. Mani says Rahul gandhi is a blunder of a politician and will make sure to erase congress from Indian politics. 

Mentioning of Savarkar was immature. https://t.co/y2CUnRnZ1s",Chennai
"@priyaakulkarni2 @narendramodi @DrSJaishankar @Shehzad_Ind @PiyushGoyal People who write in their Bio's that they are interested in politics &amp; lecture about Indian politics while comfortably sitting in the USA don't even know what was the relationship of Indira Gandhi wid Rahul Gandhi. I guess ""American culture"" it is to consider nani &amp; DADI the same",Delhi
"2 Question

Sanjay Gandhi was killed before Maino ji entered IG home or after?

If Sanjay was alive, would Rajiv enter politics, and later would Maino ji be able to control Indian Politics?",Bengaluru
"@MaheshB101 @ArvindKejriwal He is doing it intentionally.  The noose of ED is tightening very close to his neck.  If he gets ED summons ., He would tell people that because he abused Modi ji , that’s why he is going to jail.  He is the most dirty  shrewd and cunning person in Indian politics.",Chennai
"In politics, there are no such thing as coincidences. Let’s discuss 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Scotland! https://t.co/8gw5FDprul",Hyderabad
"A new sequence in Indian politics has just started. When institutions of the Republic are captured by the ruling party the way they are in India today, the opposition is forced to find alternative ways and means, writes @jaffrelotc https://t.co/PN7jtzJaLc",Hyderabad
@prakashraaj @RahulGandhi People who ask what is the impact of Bharat Jodo - I guess last 4 weeks or so has shown the True Impact of Rahulji’s influence &amp; stature in Indian Politics,Delhi
"@AmarShergillCA @RepRoKhanna Yawn!

boring Indian american politics,

Yawn again and for Indian American future leadership",Pune
@sunandavashisht These journalist in pre social media revolution made millions and were in the business of distributing cabinet post. Basis of evaluation is the same outdated Nehruvian view of Indian politics. They still believe that BJP came to power in 2014 on anti congressism!,Ahmedabad
@KanganaTeam @priyankachopra I feel her coming to try her luck in Indian Politics in a decade or so,Ahmedabad
"@mathewgeorgek @TediBalla @iJasOberoi Where did I justify his actions ??

Do not also claim that the South is free of hate politics.

Every Indian is aware of what was transpiring within SDPI-PFI in the south!

You are not a perfect society, so stop acting like you are!",Mumbai
@ElijahSchaffer Nope... nothing Indian abt him...he identifies as a khalistani...ur government supports his illegal demands for votebank politics...dont u dare bring India into this...he is a 🐍 u people raised in ur backyard!!!,Ahmedabad
@SpiritOfCongres @RahulGandhi is a gem in Indian politics . He is the future of the nation .,Pune
@BurntOutCase @RoKhanna @RepRoKhanna He surely doesn’t need any backup but he does need some advice that he may  be from India by birth but the AH has no say on Indian politics as of his current citizenship lest you want 1.4 billion Indians less the dolts of Rokhanna want to interfere in US politics🤔 advice growup,Delhi
#DisqualifiedByUnqualified indian politics right now #RahulGandhi #kingrahul #modi #NarendraModi,Lucknow
"@realLizUSA No. We want #Trump and trump like groupies out of the politics and from leadership position! We want leaders with character, moral values and ethics.",Delhi
#USStateDepartment @USAmbIndia why USA poking their nose in Indian matter. Keep your politics of war within your country. Or else we Indians also start poking US in their internal matter.,Pune
@dukeofdiaspora That's because NRI Hondus can't shut up about Indian politics.,Hyderabad
"“It’s not something that is explicitly named... For those who are subject to caste discrimination being able to name it is often a form of liberation, it is a form of resistance,” @nyuniversity Prof. Kanchan Chandra said at a panel discussion about Indian democracy &amp; politics. https://t.co/ZGVx4i1Wox",Delhi
"@Willow_Girl37 @DreaHumphrey @angeloisidorou 100% The Indian Govt been warning Canada for decades that our extremely violent Taliban like Khalistan group is using immigration loopholes to establish base in Canada. #AirKanishka and Bhindi Johal and Dhaliwal brothers, yet jagmeet, tim uppal have infiltrated politics there.",Lucknow
"Dear @RahulGandhi not a congress worker may not be an active congress worker ever
But
seeing recent developments in Indian politics, made me think that it's high time to save the constitution and democratic values.
You are cordially invited to stay at my home
#MeraGharAapkaGhar",Ahmedabad
"Everyone should  be  fear of Future wheather its Me, You or anybody 
#IndianPolitics",Pune
"Some truth about the biggest nautankibaaz, liar, hypocrite, khalistani terror sympathizer of Indian politics Arvind Kejriwal.
https://t.co/4VyMDUzlmC",Ahmedabad
"@notnpc_ @joysamcyborg ROFL. Yeah, no evidence of this. He’s also an Indo-Canadian. Indo just like you. Keep your Indian politics out of the West.",Pune
"https://t.co/PGeJ1pbpQH

Why UP-CM ""Yogi Ji"" is Important For Indian Politics? 👆🏻👆🏻👆🏻👆🏻 All State Of Bharat &amp; Central Gov. also need This type Politicians. 
@CMOfficeUP @myogiadityanath @myogioffice",Ahmedabad
"@SupriyaShrinate Ma’am I admire the passion with which you raise your points in TV debates &amp; I agree with most of them too! But off late, you’ve been very aggressive, to the point of sounding insulting sometimes. I think you should tone it down just a bit 🙏🏻 #indianpolitics",Pune
"'There were other conversations, more than I can recount here, on the politics of Delhi, Indian foreign policy and European and global history.'

Prof Tooze's latest chartbook on the vindictive GoI cancellation of the CPR's foreign funding.

https://t.co/EIkVsjrWR2",Delhi
"@halmai_gabor Arrest that Indian ex Sc justice, he shouldn't be poking his nose in politics of a foreign country",Lucknow
@ElijahSchaffer For those who don't know the Killér is accused in anti India Khalistan Riots and destroying Indian Embassy in Canada in recent years But it is the Canadian PM who is supporting such terroristß declared by India for Vote Bank Politics in Canada!,Chennai
"@isaifpatel @QueeenBee27 @ShayarImran Jaise BJP ke andhbhakt hai waise Congress ke bhi kuch Andhbhakt hai.unka kuch nahi hone wala  .
I am against Congress not against RG but he is not fit for Indian politics .congress k log hi ise badhne nahi denge .Rss congress ki hi den hai",Bengaluru
"@mairal Indian Americans- richest ethnic group in America but dumb in politics with their blind support of democrats… hence have no leverage. They are wannabe elites and therefore associate themselves with academics and white liberals, to their detriment",Delhi
"Common Political Agendas in Indian Politics

See: https://t.co/uxE9YyMxaL

#isrgrajan #TuesdayMotivation #10th #ArvindKejriwal #Delhielection #IndianBank #NarendraModi #Politicalagendas #PoliticsinIndia https://t.co/jBmJr1bvKt",Lucknow
